title,company,location,time_posted,url,description
Applied AI/ML Lead,JPMorganChase,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/applied-ai-ml-lead-at-jpmorganchase-4210699150,"Job Description We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Data Scientist Lead at JPMorgan Chase within the Asset and Wealth Management, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. As a core technical contributor, you are responsible for conducting critical technology solutions across multiple technical areas within various business functions in support of the firm’s business objectives. Job Responsibilities Design, deploy and manage prompt-based models on LLMs for various NLP tasks in the financial services domain Conduct research on prompt engineering techniques to improve the performance of prompt-based models within the financial services field, exploring and utilizing LLM orchestration and agentic AI libraries. Collaborate with cross-functional teams to identify requirements and develop solutions to meet business needs within the organization Communicate effectively with both technical and non-technical stakeholders Build and maintain data pipelines and data processing workflows for prompt engineering on LLMs utilizing cloud services for scalability and efficiency. Develop and maintain tools and framework for prompt-based model training, evaluation and optimization Analyze and interpret data to evaluate model performance to identify areas of improvement Required Qualifications, Capabilities, And Skills Formal training or certification on software engineering concepts and 5+ years applied experience Experience with prompt design and implementation or chatbot application Strong programming skills in Python with experience in PyTorch or TensorFlow Experience building data pipelines for both structured and unstructured data processing. Experience in developing APIs and integrating NLP or LLM models into software applications Hands-on experience with cloud platforms (AWS or Azure) for AI/ML deployment and data processing. Excellent problem-solving and the ability to communicate ideas and results to stakeholders and leadership in a clear and concise manner Basic knowledge of deployment processes, including experience with GIT and version control systems Familiarity with LLM orchestration and agentic AI libraries Hands on experience with MLOps tools and practices, ensuring seamless integration of machine learning models into production environment Preferred Qualifications, Capabilities, And Skills Familiarity with model fine-tuning techniques such as DPO and RLHF. Knowledge of Java, Spark Knowledge of financial products and services including trading, investment and risk management ABOUT US JPMorganChase, one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world’s most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management. We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. We also make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as mental health or physical disability needs. Visit our FAQs for more information about requesting an accommodation. About The Team J.P. Morgan Asset & Wealth Management delivers industry-leading investment management and private banking solutions. Asset Management provides individuals, advisors and institutions with strategies and expertise that span the full spectrum of asset classes through our global network of investment professionals. Wealth Management helps individuals, families and foundations take a more intentional approach to their wealth or finances to better define, focus and realize their goals. Our Asset and Wealth Management division is driven by innovators like you who are driven to create technology solutions that make us work more efficiently and help our businesses grow. It’s our mission to efficiently take care of our clients’ wealth, helping them get, and remain properly invested. Our team of agile technologists thrive in a cloud-native environment that values continuous learning using a data-centric approach in developing innovative technology solutions. Show more Show less"
Data Scientist,Spotify,"Mumbai, Maharashtra, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-at-spotify-4225328573,"We are looking for a Data Scientist to join the Business Analytics team at Spotify. You will work with the Regional Analytics Lead to evaluate and influence our growth strategy in India’s exciting and diverse landscape. You will collaborate with a distributed team of world-class analysts, data scientists, business leaders, marketers, and engineers. Learning and improving is part of our daily routine, and you will get a platform to develop your data skills and carve out efficient ways of working. The Business Analytics team is part of Spotify’s core business strategy organization. You’ll play a crucial role in the growth and direction of Spotify as we grow to 640M+ users around the globe. At your fingertips, you’ll have access to all of the data Spotify has to offer, and the opportunity to be creative with how you use it to derive insights and strategies. Above all, your work will impact the way the world experiences audio and video! What You'll Do Develop data driven strategies to drive the growth of Spotify users and subscribers Identify new user growth levers for India and use experimentation to help drive that growth Create and communicate impactful recommendations and models that improve our product offering, user messaging, and channel optimization Build scalable data pipelines and dashboards to facilitate business performance tracking Work closely with business partners to understand the change they are driving and help them discover new opportunities for growth Design and implement comprehensive tests, making sure that we track all relevant metrics and that we’re learning at every step along the way Present your findings to senior collaborators, influencing the course of our business Who You Are A minimum of 5+ years of professional experience synthesizing insights from data using tools such as Python/R, SQL Experience with distributed systems (Redshift, Hadoop, BigQuery or GCP) is a plus Intellectually curious, creative, and diligent - you enjoy thinking about the business as much as about the data Experienced collaborating with partners to measure the impact of business/marketing initiatives and presenting those findings in coherent recommendations Background in Economics, Computer Science, Statistics, Engineering or a relevant field Comfortable working on a globally distributed team (with occasional international travel) Relevant experience in a consumer tech/product company is a plus Where You'll Be This role will be based at Spotify’s India office in Mumbai We offer you the flexibility to work where you work best! There will be some in person meetings, but still allows for flexibility to work from home Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens. Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service. Show more Show less"
Artificial Intelligence Specialist,Cinque Technologies,"Kochi, Kerala, India",2025-05-07,https://in.linkedin.com/jobs/view/artificial-intelligence-specialist-at-cinque-technologies-4225170698,"Key Responsibilities: Design, develop, and deploy intelligent AI agents using the latest open-source and proprietary models (e.g., LLaMA, Mistral, GPT, Claude, Gemini, etc.). Integrate AI agents into production environments with efficient orchestration, APIs, and toolchains (LangGraph, LangChain, Langflow, RAG pipelines). Implement and fine-tune large language models (LLMs), computer vision models, and multi-modal systems for specific business use-cases. Architect and maintain scalable, secure, and high-performance ML platforms in line with enterprise-grade standards for security, compliance, observability, and reliability. Stay current with the latest developments in AI research, tooling, and best practices; bring innovative ideas into product development cycles. Collaborate with product teams, data scientists, ML engineers, and business stakeholders to deliver intelligent solutions. Contribute to internal knowledge-sharing sessions and represent the organization in AI/ML industry events and conferences. Required Qualifications & Experience Deep expertise and hands-on experience in building AI agents and ML solutions leveraging LLMs, NLP, Computer Vision, Reinforcement Learning, or Predictive Analytics. Proven experience designing and deploying AI/ML architectures on using best practices. Strong practical coding skills in Python and proficiency in SQL; experience in integrating APIs and building microservices for AI agents. 5+ years of experience leading or contributing to large-scale machine learning initiatives in an enterprise or SaaS environment. Familiarity with vector databases (e.g., Qdrant, Pinecone), model inference engines (e.g., llama.cpp, vLLM, ONNX), and AI orchestration frameworks. Hands-on experience with a variety of ML frameworks: PyTorch, TensorFlow, Scikit-Learn, Hugging Face Transformers, Keras, etc. Solid understanding of open-source AI ecosystems and the ability to evaluate and integrate new tools and libraries rapidly. Experience contributing to or participating in AI/ML conferences, hackathons, or open-source communities is a plus. Excellent verbal and written communication skills; able to translate complex AI concepts into business value for senior stakeholders. Show more Show less"
Data Scientist - Generative AI,Airbus,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-generative-ai-at-airbus-4222682574,"Job Description: Role : Data Scientist, Generative AI Description Airbus is looking for a Data Scientist to join in Bangalore, India, to design, build and deploy cutting-edge AI applications for Airbus Information Management (IM). This role will focus on building and deploying innovative solutions using large language models (LLMs) and retrieval augmented generation (RAG). The ideal candidate is passionate about pushing the boundaries of AI and has a strong understanding of both theoretical concepts and practical implementation. You will be a key player in shaping the future of our generative AI initiatives. We seek out curious minds. We value attention to detail, and we care deeply about outcomes. We’re looking for passionate people, eager to learn, willing to share, establishing innovative ways of working and influencing culture change. Challenges are numerous and exciting. You will benefit from working with vibrant and diverse teams of IM, developing your skills through extensive dedicated training programs, the opportunity to travel and you will be empowered to make the difference! This job requires the constant awareness of the compliance risks we face in day-to-day responsibilities. Continuous commitment to act with integrity with each other, with your communities, business partners and suppliers is the foundation of your success and sustainable growth. Qualification & Experience Bachelor's or Master's degree in Computer Science, Data Science, Artificial Intelligence, Machine Learning, or a related field. Proven experience working with large language models (LLMs). Demonstrated experience building and deploying retrieval augmented generation (RAG) solutions. Strong understanding of prompt engineering techniques. Proficiency in Python and deep learning frameworks such as PyTorch or TensorFlow. Experience with generative AI frameworks like LangChain. Familiarity with cloud computing platforms (e.g., AWS, GCP, Azure). Drive technical discussions and explain options/choices to technical and non-technical audience Optional Skills Hands-on experience with AI-related cloud services like AWS SageMaker, Amazon Bedrock, or Google Vertex AI. Experience with multi-modal models. Experience in Computer Vision. MLOps experience (e.g., model deployment, monitoring, and continuous integration/continuous delivery). Contributions to open-source projects related to artificial intelligence or machine learning. Responsibilities Develop and deploy generative AI applications, focusing on LLMs and RAG. Design and implement efficient prompt engineering strategies to optimize LLM performance. Build and maintain robust data pipelines for training and evaluating generative AI models. Conduct experiments and analyze results to improve model performance and address business needs. Collaborate with cross-functional teams (engineering, business, etc.) to integrate generative AI solutions into existing products or create new ones. Stay up-to-date with the latest advancements in generative AI and related fields. Contribute to the development of best practices and standards for generative AI development within the organization. Clearly communicate complex technical concepts to both technical and non-technical audiences. Success Metrics Success will be measured in a variety of areas, including but not limited to Delivering solutions on time, meeting large-scale enterprise standards and quality requirements Bring innovative and cost effective solutions Achieve customer satisfaction Airbus is proud to be an equal opportunity employer and is committed to create an inclusive and diverse work environment. AGI selects job applicants (internal and external) on the basis of suitability for the job, and irrespective of gender, marital status, age, sexual orientation, gender identity or expression, nationality, religion, ethnicity or different abled/ (dis)ability. This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth. Company: Airbus India Private Limited Employment Type: Permanent Experience Level: Professional Job Family: Digital By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus. Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief. Airbus is, and always has been, committed to equal opportunities for all. As such, we will never ask for any type of monetary exchange in the frame of a recruitment process. Any impersonation of Airbus to do so should be reported to emsom@airbus.com . At Airbus, we support you to work, connect and collaborate more easily and flexibly. Wherever possible, we foster flexible working arrangements to stimulate innovative thinking. Show more Show less"
Data Scientist_Hyd/Noida (2025),Arrise Solutions (India) Pvt. Ltd.,"Hyderabad, Telangana, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-hyd-noida-2025-at-arrise-solutions-india-pvt-ltd-4223343866,"Data Scientist Location : Hyderabad, India Reports to : Line Manager in the Organization Department : Data Science Type of Position : Full Time About us: Pragmatic Play is a leading content provider to the iGaming and Betting Industry, offering a multi-product portfolio that is innovative, regulated and mobile-focused. Pragmatic Play strives to create the most engaging and evocative experience for customers globally across a range of products, including slots, live casino, sports betting, virtual sports and bingo. Pragmatic Play India Pvt. Ltd. is the Indian subsidiary of Pragmatic Play Ltd. We are seeking a talented and experienced Data Scientist with strong experience in ML powered search - Semantic search, Learning to Search Ranking (LTR), AutoComplete & Spell check, Query Understanding & augmentation, Natural language search. The ideal candidate will possess in-depth knowledge and experience in different problems such as image classification, object detection, semantic segmentation, text summarization, language models, etc. Key Responsibilities Design, develop and implement advanced algorithms for ML Based search. Designed and develop algorithm for search ranking, spell check, auto complete and session level personalization. Improve overall customer experience by optimizing the response time, architecture, algorithms and models. Implement different kind of personalization i.e. user level, session level and region level. Develop API keeping in mind for low internet bandwidth customers. Design large-scale AI/ML systems end-to-end in a very fast-paced environment. Integrate AI/ML systems into existing data pipelines and systems. Identify areas of improvement in existing solutions. Key Skills Strong experience in statistical analysis, Machine learning and deep learning techniques, particularly those related to computer vision and natural language processing (NLP). Proven track record of deploying scalable machine learning models in real-world applications Strong problem-solving skills and the ability to translate business requirements into analytical solutions. Prior experience in handling very large transactional datasets across different business functions. A self-starter and self-motivated individual who can work independently with other teams. Outstanding verbal and written communication skills Passion to stay updated with the latest advancements in AI, deep learning, generative AI and related system design areas. Lead research initiatives to explore new methodologies, tools, and technologies. Preferred Qualifications: Bachelor’s or master’s degree in computer science, Engineering, or a related field. Strong proficiency in Python, with extensive experience in TensorFlow and PyTorch. Familiarity with key deep learning metrics and optimization techniques. Strong Knowledge of version control systems, particularly Git. If you are a skilled Data Scientist who has passion to work in a fast-paced environment, have an eye for details and ready to experiment new things, we encourage you to apply and be part of our dynamic and innovative team and organization. What We Offer competitive compensation depending on experience Opportunities for professional and personal development Opportunities to progress within a dynamic team. Chance to work with close and collaborative colleagues Comprehensive health coverage About Pragmatic Play We are a leading game developer providing player-favorites to the most successful global brands in the iGaming industry. Powering up new possibilities of play through one single API, we offer a multi-product portfolio of award-winning slots, live casino, bingo, virtual sports, sportsbook and more, available in all major regulated markets, languages and currencies. Driven by a persistence to craft immersive experiences and responsible thrills, our professional team consistently delivers best-in-class services with a dedication to create games that players love time and time again. OUR VALUES PERSISTENCE We never give up and are determined to be the best at what we do. RESPECT We value and respect our clients, their players, and our team members; promoting professionalism, integrity and fairness without compromise. OWNERSHIP We take ownership of our work and consistently deliver in a reliable manner; always providing the highest level of quality. Show more Show less"
Data Analyst / Data Scientist,iConsultera,India,2025-05-07,https://in.linkedin.com/jobs/view/data-analyst-data-scientist-at-iconsultera-4223385363,"Job Description: Uses data to derive actionable insights, build reports, and solve business problems through analysis and predictive modeling. Responsibilities: Collect, clean, and interpret large datasets. Create dashboards and visualizations. Apply statistical techniques or machine learning algorithms. Present findings to stakeholders. Key Skills: SQL, Excel, Power BI, Tableau, Python, R, DAX, Data Modeling Show more Show less"
Frontend Developer,IBM,"Pune, Maharashtra, India",2025-05-07,https://in.linkedin.com/jobs/view/frontend-developer-at-ibm-4207602674,"Introduction The IBM Ceph Storage team is seeking a talented Frontend Developer to join our team. The ideal candidate will have experience with Angular, TypeScript, JavaScript, SCSS, and Python. The successful candidate will be responsible for designing, developing, and maintaining the frontend of our Ceph management application. Your Role And Responsibilities Design and develop high-quality, scalable, and maintainable frontend code using Angular, TypeScript, and SCSS Collaborate with other Ceph teams to ensure seamless integration and provide the best user experience for the consumer Develop and maintain reusable UI components and libraries Participate in code reviews and contribute to the improvement of the codebase Troubleshoot and resolve frontend-related issues Stay up-to-date with the latest frontend technologies and trends Work closely with the design team to ensure visually appealing and user-friendly interfaces Required Technical And Professional Expertise 2+ years of experience in frontend development Strong knowledge of Angular, TypeScript, JavaScript, SCSS, and HTML/CSS Proficiency in Python is a bonus, especially if you have experience with backend development Experience with version control systems such as Git Strong problem-solving skills and attention to detail Excellent communication and collaboration skills Ability to work in a fast-paced environment and prioritize tasks effectively Preferred Technical And Professional Experience Experience with backend development, especially in Python Knowledge of DevOps practices and tools Familiarity with containerization using Docker Experience with testing frameworks such as Jest or Cypress Knowledge of accessibility guidelines and best practices Show more Show less"
Frontend Developer,IBM,"Bengaluru, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/frontend-developer-at-ibm-4207600783,"Introduction The IBM Ceph Storage team is seeking a talented Frontend Developer to join our team. The ideal candidate will have experience with Angular, TypeScript, JavaScript, SCSS, and Python. The successful candidate will be responsible for designing, developing, and maintaining the frontend of our Ceph management application. Your Role And Responsibilities Design and develop high-quality, scalable, and maintainable frontend code using Angular, TypeScript, and SCSS Collaborate with other Ceph teams to ensure seamless integration and provide the best user experience for the consumer Develop and maintain reusable UI components and libraries Participate in code reviews and contribute to the improvement of the codebase Troubleshoot and resolve frontend-related issues Stay up-to-date with the latest frontend technologies and trends Work closely with the design team to ensure visually appealing and user-friendly interfaces Required Technical And Professional Expertise 2+ years of experience in frontend development Strong knowledge of Angular, TypeScript, JavaScript, SCSS, and HTML/CSS Proficiency in Python is a bonus, especially if you have experience with backend development Experience with version control systems such as Git Strong problem-solving skills and attention to detail Excellent communication and collaboration skills Ability to work in a fast-paced environment and prioritize tasks effectively Preferred Technical And Professional Experience Experience with backend development, especially in Python Knowledge of DevOps practices and tools Familiarity with containerization using Docker Experience with testing frameworks such as Jest or Cypress Knowledge of accessibility guidelines and best practices Show more Show less"
Clinical Data Scientist,AstraZeneca India,"Bengaluru East, Karnataka, India",2025-05-07,https://in.linkedin.com/jobs/view/clinical-data-scientist-at-astrazeneca-india-4203114382,"Job Title: Clinical Data Scientist Career Level: C Introduction to role As a Clinical Data Scientist, you will be responsible for the configuration and maintenance of elements of Centralised Monitoring (CM) to ensure its readiness to support new and existing projects. You will create and update CM system documentation and set up standard CM functionalities. You may also develop specific CM functionalities of lower complexity. Working closely with Data Scientists within CM, you will support them in their work. Accountabilities Perform basic system administration activities including basic access management tasks, change management tasks, issue management tasks, and related documentation Configure systems to enable CM support of new studies (including tasks like configuration of data sources and setup of new working spaces and repositories) Under supervision, develop and maintain lower complexity CM functionalities. Tasks can involve gathering requirements, programming, testing, and creating required documentation Deliver elements of or end-to-end mapping of standard CM functionalities (including programming, testing, validation, creating, and filling of required documentation) Configure systems to enable execution of CM analyses for assigned studies (prepare systems for new study set-up; set-up and maintain system data sources) Essential Skills/Experience Educational degree (BSc/MSc/PhD) in Life Science, Computer Science, or Information Science and experience in the application of information and knowledge management in a clinical or scientific setting, or equivalent combination of education and experience Basic knowledge of at least one programming language used for data analysis or demonstrated ability/capabilities to acquire such skills in a reasonable timeframe Good communication skills in both written and spoken English Desirable Skills/Experience Basic knowledge of R is an advantage Previous experience with at least one BI platform is an advantage Previous experience in life science and clinical studies is an advantage When we put unexpected teams in the same room, we unleash bold thinking with the power to inspire life-changing medicines. In-person working gives us the platform we need to connect, work at pace and challenge perceptions. That's why we work, on average, a minimum of three days per week from the office. But that doesn't mean we're not flexible. We balance the expectation of being in the office while respecting individual flexibility. Join us in our unique and ambitious world. Join the team that follows the science unlike anywhere else. This is the place for curious minds. Dig deep into the biology of complex disease and uncover breakthroughs. Our belief powers us to push the boundaries. As we improve success rates, we keep moving forward. Celebrating both successes and failures along the way. We're investing to enhance our understanding of disease as we work towards creating the next generation of therapeutics and pioneering new approaches to better predict clinical success. Always advancing our scientific knowledge and helping to shape the future of healthcare for the greatest and swiftest impact on disease. Ready to make a difference? Apply now! Show more Show less"
Data Scientist,Syngenta,"Pune, Maharashtra, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4225306031,"Company Description As a world market leader in crop protection, we help farmers to counter these threats and ensure enough safe, nutritious, affordable food for all – while minimizing the use of land and other agricultural inputs. Syngenta Crop Protection keeps plants safe from planting to harvesting. From the moment a seed is planted through to harvest, crops need to be protected from weeds, insects and diseases as well as droughts and floods, heat and cold. Syngenta Crop Protection is headquartered in Switzerland. Job Description Role Purpose The Data Scientist will utilize data science techniques to solve real-world problems to enable informed decisions to Crop Protection Development (CPD) and related divisions. While partnering with other data scientists, developers, domain experts, product managers and other stakeholders Data Scientist will build various data science solutions by collecting, analysing, and interpreting large datasets, building algorithms and predictive models. Will contribute to the development and enhancement of customer (farmer/grower) centric mobile application. Accountabilities With a focus on the Digital and Data Science critical initiatives for Crop Protection development (CPD) in India: Collaborate with cross-functional teams to understand business requirements and design end-to-end solutions architecture for data science applications. Utilize crop protection trial data, generate insights via dashboards, ML models that help field scientists and product development heads to visualize the product performance, comparisons and take decisions. Perform statistical analyses of product performance data for towards CPD and business needs. Work closely with Digital Agronomy team to automate field insights and query response for the field scientists, farmers, and commercial team. Partner with AMEA and Global Technical Excellence and Quantitative Biology team for development, testing, and implementation of new methodologies and applications in data projects. Use BITS and other tools and systems to provide information to CPD team in the form of data searches, queries, summaries, visualizations, analyses, and reports. Build deep learning/image recognition based advisory tool for the farmers via Cropwise grower App. Collaborate with data engineering team to seamlessly transition ML/AI innovations into scalable and reliable operational solutions. Prepare technical reports and presentations to communicate results and insights to both technical and non-technical stakeholders. Contribute to the development and testing of mobile application/enhancement on the application for various platforms like Android, iOS, or Windows. Qualifications Knowledge, Experience & Capabilities Critical knowledge Master’s or bachelor’s degree in data science, Computer Science, Machine Learning, Artificial Intelligence, Statistics, Mathematics, Engineering, or a related quantitative field. More than 4 years of experience in Python/R programming, Web Scraping, Data Wrangling, Data Visualization, R Shiny/Dash, Machine Learning, Deep Learning, SQL, AWS/Google Cloud/Azure At least 2 years of experience working in data science or related discipline in the agrochemical industry. Critical Experience Good understanding of agriculture, field trials, crop protection, farmer focused applications and its elements Strategic thinking, ability to understand customer needs, business potential in India. Focused on customers and dedicated to meet the expectations and requirements of internal and external customers. Broad understanding of digital tools, data analytics, ML, Data Visualization, web scraping, data summarization Hands-on on NLP, LLM, Mobile application is an added advantage. Strong communication skills to guide and influence stakeholders / organization to drive digital transformation. Collaborative, inclusive and cross functional attitude. Comfortable working in a matrix organization. Proven track-record of delivering data science solutions in agrochemical industry Critical Technical, Professional, And Personal Capabilities Good interpersonal skills Excellent communication skills. Highly fluent in English. Capability to drive and enthusiasm in product development. Ability to motivate and lead others. Ability to accept challenges and achieve results under pressure. High level written, oral communication and presentation skills. Good computer skills (including word processing, presentation preparation). High level of integrity. High level of self-motivation. Critical Leadership Capabilities Passion and enthusiasm for data science and its applications for agriculture. Upskilling self and others Mentoring Junior Data Scientists Open minded, builds a culture of innovation - creates an environment that inspires and supports creativity. Proactive communication and alignment with stakeholders. Strategic thinking with the ability to focus to deliver on what matters. Manages for performance - skillfully plans, organizes and monitors performance to create value and achieve excellence in delivery. Focused on customers and is dedicated to meeting the expectations and requirements of customers. Additional Information Additional Information : People Are At The Heart Of What We Do Once a year Full body check Competitive insurance scheme Employee assistance program – to take care of your and your loved ones mental health Paid Vacation of 30days, 12 Paid Holidays, Maternity and Paternity Leave, compassionate leaves Education assistance – for your career growth People first culture translated into ‘Most Preferred place to work 2022-23 by Times group’ Note: Syngenta is an Equal Opportunity Employer and does not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity, marital or veteran status, disability, or any other legally protected status. To learn more visit: www.syngenta.com and www.good-growth-plan Follow us on: Twitter & LinkedIn Twitter LinkedIn Show more Show less"
ML Engineer,dentsu,Greater Bengaluru Area,2025-05-07,https://in.linkedin.com/jobs/view/ml-engineer-at-dentsu-4156143382,"Job Description: We are looking for a Data Scientist with expertise in Python, Azure Cloud, NLP, Forecasting, and large-scale data processing. The role involves enhancing existing ML models, optimising embeddings, LDA models, RAG architectures, and forecasting models, and migrating data pipelines to Azure Databricks for scalability and efficiency. Key Responsibilities: Model Development Model Development & Optimisation Train and optimise models for new data providers, ensuring seamless integration. Enhance models for dynamic input handling. Improve LDA model performance to handle a higher number of clusters efficiently. Optimise RAG (Retrieval-Augmented Generation) architecture to enhance recommendation accuracy for large datasets. Upgrade Retrieval QA architecture for improved chatbot performance on large datasets. Forecasting & Time Series Modelling Develop and optimise forecasting models for marketing, demand prediction, and trend analysis. Implement time series models (e.g., ARIMA, Prophet, LSTMs) to improve business decision-making. Integrate NLP-based forecasting, leveraging customer sentiment and external data sources (e.g., news, social media). Data Pipeline & Cloud Migration Migrate the existing pipeline from Azure Synapse to Azure Databricks and retrain models accordingly - Note: this is required only for the AUB role(s) Address space and time complexity issues in embedding storage and retrieval on Azure Blob Storage. Optimise embedding storage and retrieval in Azure Blob Storage for better efficiency. MLOps & Deployment Implement MLOps best practices for model deployment on Azure ML, Azure Kubernetes Service (AKS), and Azure Functions. Automate model training, inference pipelines, and API deployments using Azure services. Experience: Experience in Data Science, Machine Learning, Deep Learning and Gen AI. Design, Architect and Execute end to end Data Science pipelines which includes Data extraction, data preprocessing, Feature engineering, Model building, tuning and Deployment. Experience in leading a team and responsible for project delivery. Experience in Building end to end machine learning pipelines with expertise in developing CI/CD pipelines using Azure Synapse pipelines, Databricks, Google Vertex AI and AWS. Experience in developing advanced natural language processing (NLP) systems, specializing in building RAG (Retrieval-Augmented Generation) models using Langchain. Deploy RAG models to production. Have expertise in building Machine learning pipelines and deploy various models like Forecasting models, Anomaly Detection models, Market Mix Models, Classification models, Regression models and Clustering Techniques. Maintaining Github repositories and cloud computing resources for effective and efficient version control, development, testing and production. Developing proof-of-concept solutions and assisting in rolling these out to our clients. Required Skills & Qualifications: Hands-on experience with Azure Databricks, Azure ML, Azure Synapse, Azure Blob Storage, and Azure Kubernetes Service (AKS). Experience with forecasting models, time series analysis, and predictive analytics. Proficiency in Python (NumPy, Pandas, TensorFlow, PyTorch, Statsmodels, Scikit-learn, Hugging Face, FAISS). Experience with model deployment, API optimisation, and serverless architectures. Hands-on experience with Docker, Kubernetes, and MLflow for tracking and scaling ML models. Expertise in optimising time complexity, memory efficiency, and scalability of ML models in a cloud environment. Experience with Langchain or equivalent and RAG and multi-agentic generation Location: DGS India - Bengaluru - Manyata N1 Block Brand: Merkle Time Type: Full time Contract Type: Permanent Show more Show less"
Data Scientist-Artificial Intelligence,IBM,"Gurgaon, Haryana, India",2025-05-07,https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4207606243,"Introduction In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology Your Role And Responsibilities As an Associate Data Scientist at IBM, you will work to solve business problems using leading edge and open-source tools such as Python, R, and TensorFlow, combined with IBM tools and our AI application suites. You will prepare, analyze, and understand data to deliver insight, predict emerging trends, and provide recommendations to stakeholders. In Your Role, You May Be Responsible For Implementing and validating predictive and prescriptive models and creating and maintaining statistical models with a focus on big data & incorporating machine learning. techniques in your projects Writing programs to cleanse and integrate data in an efficient and reusable manner Working in an Agile, collaborative environment, partnering with other scientists, engineers, consultants and database administrators of all backgrounds and disciplines to bring analytical rigor and statistical methods to the challenges of predicting behaviors Communicating with internal and external clients to understand and define business needs and appropriate modelling techniques to provide analytical solutions. Evaluating modelling results and communicating the results to technical and non-technical audiences Preferred Education Master's Degree Required Technical And Professional Expertise Proof of Concept (POC) Development: Develop POCs to validate and showcase the feasibility and effectiveness of the proposed AI solutions. Collaborate with development teams to implement and iterate on POCs, ensuring alignment with customer requirements and expectations. Help in showcasing the ability of Gen AI code assistant to refactor/rewrite and document code from one language to another, particularly COBOL to JAVA through rapid prototypes/ PoC Document solution architectures, design decisions, implementation details, and lessons learned. Create technical documentation, white papers, and best practice guides Preferred Technical And Professional Experience Strong programming skills, with proficiency in Python and experience with AI frameworks such as TensorFlow, PyTorch, Keras or Hugging Face. Understanding in the usage of libraries such as SciKit Learn, Pandas, Matplotlib, etc. Familiarity with cloud platforms Experience and working knowledge in COBOL & JAVA would be preferred Experience in python and pyspark will be added advantage Show more Show less"
